Word	OLD20	len
payoff	50.0	6
sterility	56.0	9
pure	21.0	4
colonize	44.0	8
espresso	55.0	8
reliever	41.0	8
orthopedist	84.0	11
bop	20.0	3
strum	37.0	5
mood	26.0	4
hotshot	50.0	7
journey	45.0	7
nonpartisan	90.0	11
plenty	38.0	6
stillness	54.0	9
repeal	35.0	6
bassoon	53.0	7
workweek	74.0	8
unencumbered	91.0	12
correspondent	76.0	13
uncut	40.0	5
megalomaniacal	107.0	14
tinge	27.0	5
simultaneous	90.0	12
conductivity	87.0	12
gym	35.0	3
duckweed	59.0	8
burial	39.0	6
furtherance	83.0	11
headlight	59.0	9
brushwork	69.0	9
still	29.0	5
aerialist	57.0	9
handclasp	71.0	9
disquieting	70.0	11
altruism	64.0	8
bush	23.0	4
incandescent	92.0	12
fallacy	57.0	7
motherless	58.0	10
resemblance	69.0	11
crouton	50.0	7
across	39.0	6
burliness	53.0	9
twig	32.0	4
experimentation	89.0	15
silt	24.0	4
entertainer	63.0	11
psychopathology	117.0	15
strategize	69.0	10
antihistamine	108.0	13
marinade	54.0	8
transfusion	69.0	11
impeachment	74.0	11
crinkle	35.0	7
ironwork	61.0	8
disarray	66.0	8
reflectivity	73.0	12
unappreciated	86.0	13
testimonial	84.0	11
ballad	37.0	6
organ	38.0	5
retroactive	63.0	11
preposition	50.0	11
mistrust	54.0	8
cultureless	75.0	11
gimmicky	69.0	8
shindig	56.0	7
postnatal	69.0	9
scandal	53.0	7
twist	35.0	5
mango	33.0	5
liaison	54.0	7
keg	27.0	3
semisolid	77.0	9
leftover	58.0	8
unmanly	54.0	7
pollution	55.0	9
subordinate	69.0	11
trustworthy	100.0	11
chairperson	87.0	11
unwholesome	94.0	11
spurt	34.0	5
brotherhood	87.0	11
brilliance	68.0	10
emancipation	72.0	12
weld	28.0	4
blondness	44.0	9
hauler	37.0	6
strenuous	69.0	9
warhead	45.0	7
prediction	49.0	10
orthopedic	76.0	10
undignified	74.0	11
incredulous	88.0	11
reviewer	50.0	8
affable	51.0	7
amphibian	73.0	9
wish	22.0	4
uncharacteristic	115.0	16
memorable	59.0	9
fowl	27.0	4
tantrum	53.0	7
exacerbate	66.0	10
riptide	56.0	7
bourbon	55.0	7
psychotherapy	99.0	13
sensation	53.0	9
tenancy	55.0	7
circumspection	111.0	14
swimwear	64.0	8
swordplay	75.0	9
cost	21.0	4
southernmost	88.0	12
partner	37.0	7
hurtle	35.0	6
stockade	56.0	8
basic	37.0	5
affidavit	90.0	9
husband	54.0	7
diversity	55.0	9
inhalation	54.0	10
cheeseboard	86.0	11
shove	30.0	5
trap	28.0	4
clutch	38.0	6
criminologist	77.0	13
eggroll	57.0	7
discreditable	87.0	13
unsheathe	65.0	9
analysis	47.0	8
overjoyed	59.0	9
nether	34.0	6
defunct	56.0	7
playwright	75.0	10
air	20.0	3
terrier	37.0	7
domesticated	72.0	12
reclining	40.0	9
peril	38.0	5
proceedings	72.0	11
compelling	56.0	10
submersible	74.0	11
jubilation	63.0	10
fascism	53.0	7
elusive	50.0	7
outset	39.0	6
ticklish	58.0	8
rodeo	38.0	5
framework	70.0	9
polish	40.0	6
touchy	37.0	6
face	20.0	4
impromptu	75.0	9
disconcerting	74.0	13
enhance	49.0	7
template	53.0	8
slightly	46.0	8
signage	56.0	7
pocketbook	84.0	10
supercomputer	96.0	13
recordable	62.0	10
triggerman	79.0	10
alluring	51.0	8
generational	71.0	12
dissident	61.0	9
sorrowing	52.0	9
exertion	46.0	8
scrutinize	70.0	10
shockwave	77.0	9
ninepin	56.0	7
excellence	71.0	10
dishware	59.0	8
pecker	33.0	6
irregular	71.0	9
certifiable	76.0	11
fruiter	41.0	7
motorcar	61.0	8
celiac	51.0	6
clumsiness	67.0	10
guilty	38.0	6
ballistic	58.0	9
streetwalking	92.0	13
patio	38.0	5
geological	50.0	10
gentle	36.0	6
epitome	58.0	7
aging	29.0	5
strongman	67.0	9
tomboy	47.0	6
futile	40.0	6
unprogressive	90.0	13
tray	27.0	4
cinema	55.0	6
bureaucrat	85.0	10
obtrusive	71.0	9
unburied	49.0	8
reanimate	56.0	9
middleclass	97.0	11
implacable	59.0	10
cart	20.0	4
unnatural	69.0	9
brick	34.0	5
infectious	54.0	10
lunchroom	71.0	9
hypochondriac	99.0	13
seclusion	53.0	9
teardrop	62.0	8
annual	44.0	6
gusher	33.0	6
oaken	38.0	5
disobey	55.0	7
rugged	30.0	6
unlovable	51.0	9
ragweed	57.0	7
hyperthermia	85.0	12
antiseptics	82.0	11
wit	20.0	3
bowling	30.0	7
lifelike	55.0	8
hug	20.0	3
displace	47.0	8
galvanize	69.0	9
incomplete	67.0	10
isometric	62.0	9
directness	63.0	10
compulsiveness	87.0	14
alcohol	67.0	7
suppository	83.0	11
sensual	57.0	7
transactional	74.0	13
preindustrial	107.0	13
originality	68.0	11
porkpie	56.0	7
postmodern	76.0	10
accuser	48.0	7
toothpick	76.0	9
acrid	38.0	5
procrastinator	96.0	14
benzene	57.0	7
commit	37.0	6
embryonic	71.0	9
pourer	35.0	6
progeny	58.0	7
abruptness	76.0	10
sneakiness	55.0	10
pulpit	46.0	6
microwave	71.0	9
lube	27.0	4
balcony	53.0	7
lovely	37.0	6
lumber	31.0	6
nougat	49.0	6
ratchet	37.0	7
versatile	71.0	9
slather	37.0	7
serum	37.0	5
icebound	58.0	8
ongoing	48.0	7
therapy	59.0	7
croak	34.0	5
corroboration	74.0	13
clubhouse	66.0	9
wait	21.0	4
transverse	63.0	10
congruent	62.0	9
stinging	34.0	8
driftwood	77.0	9
managerial	73.0	10
transferable	73.0	12
nonexclusive	91.0	12
tempt	35.0	5
snowstorm	75.0	9
reassemble	59.0	10
cowbell	57.0	7
tonic	31.0	5
heartless	48.0	9
interview	54.0	9
tranquilized	68.0	12
squelch	54.0	7
generalized	62.0	11
ore	20.0	3
concur	40.0	6
dorky	35.0	5
broadcaster	70.0	11
abortive	55.0	8
makeup	49.0	6
trendsetter	84.0	11
pond	28.0	4
jealous	53.0	7
nimrod	56.0	6
liberalism	72.0	10
downhill	67.0	8
vanilla	47.0	7
white	30.0	5
poof	27.0	4
prospector	52.0	10
rid	20.0	3
former	33.0	6
vehement	56.0	8
boozer	35.0	6
overpriced	59.0	10
interchange	78.0	11
formalize	49.0	9
loyal	38.0	5
relight	38.0	7
purposefulness	104.0	14
zit	20.0	3
attendee	54.0	8
encyclopedia	95.0	12
questing	39.0	8
collar	36.0	6
sundry	44.0	6
feminization	76.0	12
taboo	38.0	5
stewardship	86.0	11
psychopath	72.0	10
paneling	41.0	8
unpopulated	69.0	11
essential	60.0	9
superpower	68.0	10
actuality	57.0	9
sapling	36.0	7
mineral	48.0	7
homestretch	99.0	11
crew	29.0	4
ejaculation	57.0	11
dissimilar	84.0	10
fakery	36.0	6
neurosurgeon	106.0	12
paraplegia	72.0	10
flirty	37.0	6
premedical	71.0	10
illegitimacy	100.0	12
typical	51.0	7
unquestionable	82.0	14
glimpse	52.0	7
diet	30.0	4
counterrevolutionary	168.0	20
unsweetened	79.0	11
paltry	38.0	6
preproduction	79.0	13
gambler	34.0	7
auspicious	64.0	10
ecosystem	78.0	9
steak	32.0	5
vertigo	57.0	7
profiteer	56.0	9
demerit	53.0	7
onshore	54.0	7
calf	31.0	4
elongation	59.0	10
spoof	35.0	5
fundraising	77.0	11
entrapment	67.0	10
diagnose	59.0	8
dentistry	69.0	9
annuity	59.0	7
brainwasher	75.0	11
scoutmaster	76.0	11
reentry	53.0	7
watchman	54.0	8
watchdog	58.0	8
impervious	72.0	10
arbitration	60.0	11
leaky	35.0	5
lithium	59.0	7
sharkskin	75.0	9
someway	53.0	7
yearbook	65.0	8
unpatrolled	76.0	11
anatomy	57.0	7
mucus	38.0	5
clasp	36.0	5
switchboard	80.0	11
capacity	54.0	8
woozy	37.0	5
lard	23.0	4
zoom	31.0	4
manmade	55.0	7
aggravate	68.0	9
multinational	89.0	13
spider	37.0	6
jawbreaker	65.0	10
precipitate	71.0	11
strobe	37.0	6
irrefutable	67.0	11
apartment	56.0	9
profession	51.0	10
parfait	59.0	7
victimizer	70.0	10
twitter	38.0	7
available	57.0	9
perpetual	69.0	9
nurturer	53.0	8
barbwire	65.0	8
safe	28.0	4
levity	49.0	6
broadcasting	75.0	12
dance	31.0	5
wintertime	70.0	10
lovable	40.0	7
sifter	31.0	6
dollhouse	53.0	9
volatility	72.0	10
investment	64.0	10
elevator	50.0	8
enthusiast	80.0	10
millisecond	88.0	11
pleader	37.0	7
hieroglyphics	104.0	13
businessperson	118.0	14
frightened	49.0	10
banking	25.0	7
contemporize	90.0	12
mannered	45.0	8
cabdriver	72.0	9
organism	43.0	8
lizard	45.0	6
woeful	50.0	6
rematerialize	73.0	13
upwind	47.0	6
saleswoman	73.0	10
pedestrian	77.0	10
centimeter	65.0	10
richness	50.0	8
name	26.0	4
veneration	53.0	10
instrumentation	99.0	15
rarely	39.0	6
footplate	63.0	9
crow	24.0	4
cubical	53.0	7
demoralization	72.0	14
prep	30.0	4
grip	30.0	4
tearjerker	84.0	10
comparative	63.0	11
fix	25.0	3
purposeless	80.0	11
incubator	54.0	9
neon	33.0	4
philander	59.0	9
nonstick	58.0	8
bony	24.0	4
persuade	52.0	8
electromagnet	88.0	13
discloser	51.0	9
layer	29.0	5
straitlaced	82.0	11
airliner	50.0	8
lament	36.0	6
pinball	54.0	7
sedate	38.0	6
accuse	40.0	6
misapplication	90.0	14
inkling	38.0	7
insole	37.0	6
rage	20.0	4
vestibule	71.0	9
reactivation	64.0	12
receptor	53.0	8
salutation	55.0	10
missionary	73.0	10
puppy	34.0	5
charitable	66.0	10
alarmist	57.0	8
contact	39.0	7
addict	47.0	6
telegrapher	71.0	11
gain	20.0	4
forces	36.0	6
masochist	71.0	9
flyby	46.0	5
cherry	37.0	6
pellet	37.0	6
sighting	36.0	8
commodity	68.0	9
telecast	57.0	8
conform	44.0	7
iron	33.0	4
blink	30.0	5
burp	32.0	4
boogie	35.0	6
fraud	39.0	5
sloppy	35.0	6
unintended	65.0	10
fingerprint	79.0	11
herbalist	59.0	9
ensnare	52.0	7
verdict	55.0	7
flow	25.0	4
guiltiness	59.0	10
flyer	33.0	5
unenclosed	65.0	10
hardcore	56.0	8
softness	48.0	8
homicide	58.0	8
colic	36.0	5
billfold	61.0	8
nonunion	64.0	8
melodic	57.0	7
woods	31.0	5
seducible	66.0	9
capsule	52.0	7
pacification	55.0	12
sketchbook	81.0	10
biogenetics	83.0	11
warbler	40.0	7
enchantment	68.0	11
clearness	50.0	9
kinetics	53.0	8
regular	48.0	7
pregnancy	71.0	9
muffle	35.0	6
knot	34.0	4
coolness	52.0	8
tingle	27.0	6
incomparable	73.0	12
application	52.0	11
bleep	36.0	5
everywhere	87.0	10
blast	33.0	5
sunray	45.0	6
wiring	29.0	6
moisturizer	64.0	11
inaccessibility	108.0	15
beholder	54.0	8
amongst	57.0	7
undirected	56.0	10
inconsequential	98.0	15
callousness	75.0	11
barnyard	56.0	8
latency	54.0	7
amphibious	77.0	10
daylong	58.0	7
spokesman	66.0	9
poncho	38.0	6
deterioration	74.0	13
goldfish	60.0	8
retest	39.0	6
headway	53.0	7
detox	40.0	5
steps	33.0	5
kitchenware	94.0	11
soapy	36.0	5
oxymoron	76.0	8
nonrandom	79.0	9
exobiology	72.0	10
insurable	51.0	9
tubing	36.0	6
preppy	42.0	6
transect	52.0	8
pony	24.0	4
slouch	39.0	6
cryogenic	67.0	9
superficial	79.0	11
burrower	51.0	8
slobber	38.0	7
towards	41.0	7
titillate	63.0	9
coy	20.0	3
decathlon	70.0	9
unredeemable	74.0	12
quesadilla	92.0	10
preemptive	64.0	10
testiness	55.0	9
groomsman	74.0	9
assassin	62.0	8
stepparent	84.0	10
blasphemy	67.0	9
abbreviate	78.0	10
dialer	35.0	6
violent	51.0	7
hurl	29.0	4
coagulator	64.0	10
electrical	61.0	10
emulate	49.0	7
repressor	52.0	9
paradigm	61.0	8
techie	49.0	6
hyper	36.0	5
databank	66.0	8
style	33.0	5
sane	20.0	4
rheumatoid	86.0	10
phobic	52.0	6
finery	35.0	6
uncompleted	63.0	11
calculative	64.0	11
lumberjack	84.0	10
reintroduction	84.0	14
scab	30.0	4
unpleasant	70.0	10
microbial	73.0	9
costar	38.0	6
superintendent	105.0	14
unsalvageable	90.0	13
obnoxious	73.0	9
course	34.0	6
plausibility	84.0	12
recheck	53.0	7
selector	46.0	8
glycerine	71.0	9
negligence	70.0	10
mahogany	78.0	8
permeability	79.0	12
saturated	53.0	9
internalize	63.0	11
squeezer	46.0	8
workbox	58.0	7
chickadee	71.0	9
distemper	62.0	9
irrigate	52.0	8
tone	20.0	4
procrastination	90.0	15
cantaloupe	74.0	10
egomaniacal	82.0	11
wheat	36.0	5
deprivation	52.0	11
lackey	38.0	6
smooches	40.0	8
potency	56.0	7
worry	34.0	5
photography	51.0	11
interceptor	64.0	11
anti	35.0	4
symbiotic	71.0	9
evolution	44.0	9
poll	20.0	4
estuary	58.0	7
responsible	68.0	11
soulful	55.0	7
subbasement	87.0	11
horsewhip	73.0	9
parchment	59.0	9
harness	39.0	7
summon	40.0	6
wanton	36.0	6
miscalculate	80.0	12
chambermaid	84.0	11
hide	23.0	4
bat	20.0	3
aside	35.0	5
mustard	49.0	7
bragger	38.0	7
gridiron	75.0	8
evildoer	63.0	8
mourn	36.0	5
predawn	55.0	7
understatement	90.0	14
ugliness	55.0	8
arrive	45.0	6
guess	37.0	5
ceasefire	78.0	9
snarky	38.0	6
perfunctory	93.0	11
photoelectron	114.0	13
empathetic	70.0	10
catch	30.0	5
preside	37.0	7
reassurance	72.0	11
mesquite	56.0	8
aggressiveness	88.0	14
toffee	46.0	6
telekinetic	93.0	11
horsehair	72.0	9
scriptwriter	90.0	12
seemingly	57.0	9
glance	37.0	6
atmosphere	76.0	10
strings	37.0	7
misrepresentation	101.0	17
takeover	58.0	8
grandstand	62.0	10
structural	69.0	10
forewarning	71.0	11
inscription	64.0	11
senior	38.0	6
housework	63.0	9
packable	47.0	8
toga	36.0	4
perilous	56.0	8
boast	30.0	5
scrapheap	71.0	9
transgendered	86.0	13
fishy	36.0	5
outpost	53.0	7
wastepaper	75.0	10
intermix	59.0	8
clambake	67.0	8
spectroscope	85.0	12
visible	51.0	7
harp	29.0	4
preserve	47.0	8
paralegal	72.0	9
snorkel	49.0	7
sift	30.0	4
plaque	43.0	6
medley	44.0	6
penlight	52.0	8
emphasis	58.0	8
confetti	60.0	8
serious	40.0	7
sterilizer	49.0	10
consist	45.0	7
craze	33.0	5
hustle	34.0	6
important	54.0	9
flammable	65.0	9
rotation	38.0	8
detour	42.0	6
bogeyman	56.0	8
mosque	44.0	6
dateless	45.0	8
silverfish	77.0	10
joyful	54.0	6
bisexual	64.0	8
applicator	67.0	10
shipbuilding	90.0	12
bakery	39.0	6
aisle	37.0	5
arsonist	56.0	8
neuron	44.0	6
watercress	77.0	10
uneasiness	56.0	10
farmhouse	56.0	9
inflame	44.0	7
anticoagulant	113.0	13
dishwater	66.0	9
signer	36.0	6
issue	37.0	5
flexible	56.0	8
hydrosulfide	101.0	12
courier	36.0	7
purposeful	83.0	10
popularity	60.0	10
embroidery	78.0	10
evolutionist	66.0	12
bandage	40.0	7
these	35.0	5
refurbishment	90.0	13
movie	37.0	5
prequel	57.0	7
insoluble	67.0	9
spiritualist	75.0	12
repent	35.0	6
multicolored	95.0	12
misperception	87.0	13
perforation	58.0	11
freezing	38.0	8
neurologist	62.0	11
frostbite	74.0	9
hither	29.0	6
disengage	72.0	9
mercenary	78.0	9
omnipotence	90.0	11
maintenance	93.0	11
responsibility	88.0	14
defamatory	75.0	10
okra	38.0	4
adventuresome	96.0	13
joist	34.0	5
incriminate	64.0	11
hibernation	67.0	11
charger	34.0	7
topside	53.0	7
ragging	25.0	7
lessening	57.0	9
undeserving	69.0	11
gladiator	70.0	9
pipeline	55.0	8
firmware	60.0	8
misdeed	49.0	7
teapot	44.0	6
minuet	40.0	6
endow	38.0	5
procedure	66.0	9
patrol	38.0	6
delight	41.0	7
untie	36.0	5
front	37.0	5
par	20.0	3
breakup	54.0	7
smoky	39.0	5
indeclinable	74.0	12
receptive	53.0	9
waterbed	51.0	8
deniability	63.0	11
observation	62.0	11
egoistic	57.0	8
slackness	54.0	9
bullring	39.0	8
rimless	43.0	7
control	52.0	7
shattering	36.0	10
conjugal	59.0	8
gloater	36.0	7
geyser	42.0	6
enchilada	84.0	9
appliance	64.0	9
minty	35.0	5
underhanded	65.0	11
knockdown	72.0	9
intensity	52.0	9
bayberry	59.0	8
spongy	38.0	6
mime	26.0	4
lock	20.0	4
plywood	58.0	7
cruiser	35.0	7
sprint	35.0	6
plug	35.0	4
expulsive	56.0	9
anthem	46.0	6
relapse	49.0	7
advocate	53.0	8
carve	34.0	5
rudder	34.0	6
headshrinker	97.0	12
dweller	37.0	7
dossier	39.0	7
circulatory	64.0	11
halfback	54.0	8
doorstop	63.0	8
eyes	29.0	4
sensory	48.0	7
undecided	53.0	9
jumper	35.0	6
it	20.0	2
boogeyman	68.0	9
insolence	55.0	9
blinker	36.0	7
disinterest	74.0	11
addendum	74.0	8
embarrassed	75.0	11
disprove	50.0	8
annihilate	69.0	10
blowtorch	75.0	9
awful	46.0	5
surprised	53.0	9
ingredient	74.0	10
theoretical	74.0	11
unstring	45.0	8
carnage	44.0	7
viral	38.0	5
bombing	37.0	7
oversexed	52.0	9
unplugged	59.0	9
cinematic	71.0	9
regretful	66.0	9
statistic	54.0	9
rewash	41.0	6
godlike	59.0	7
outnumber	72.0	9
ghoulish	58.0	8
cobblestone	89.0	11
distort	54.0	7
biblical	64.0	8
fishbowl	67.0	8
unimpeachable	82.0	13
uncountable	64.0	11
unchangeable	79.0	12
dysplasia	72.0	9
interrupt	53.0	9
nook	23.0	4
modified	51.0	8
funk	26.0	4
outshoot	59.0	8
hypnotism	61.0	9
interested	54.0	10
conclude	51.0	8
alcove	48.0	6
bouillon	68.0	8
breastfeed	72.0	10
accelerated	63.0	11
suspense	55.0	8
guillotine	73.0	10
samurai	58.0	7
orderliness	71.0	11
gist	24.0	4
masonry	58.0	7
commune	36.0	7
brownish	57.0	8
compartmentalization	148.0	20
retrieval	54.0	9
horticultural	96.0	13
protrude	58.0	8
hotelkeeper	81.0	11
onscreen	64.0	8
quadruple	61.0	9
compilation	55.0	11
stylized	53.0	8
knockout	54.0	8
ventricle	64.0	9
roadblock	71.0	9
dispassionate	86.0	13
unpunished	63.0	10
lenient	51.0	7
fly	29.0	3
network	53.0	7
worker	34.0	6
acknowledge	86.0	11
musicianship	105.0	12
cayenne	59.0	7
inbound	45.0	7
hydraulic	75.0	9
tug	20.0	3
palate	36.0	6
purchaser	60.0	9
amphitheater	108.0	12
episodic	70.0	8
arrestee	56.0	8
caterpillar	93.0	11
functional	55.0	10
emphasize	59.0	9
synchronizer	74.0	12
carpet	38.0	6
cauliflower	86.0	11
propellant	71.0	10
paramedics	69.0	10
precinct	57.0	8
spore	29.0	5
wrathful	56.0	8
exhibit	57.0	7
distant	43.0	7
haystack	58.0	8
handmade	58.0	8
unsanitary	74.0	10
uncalculated	71.0	12
bloody	36.0	6
irrational	63.0	10
infection	37.0	9
overeater	50.0	9
newlywed	73.0	8
tactics	53.0	7
reckoning	54.0	9
coefficient	79.0	11
taxidermy	86.0	9
tarmac	50.0	6
exciting	38.0	8
metaphysic	74.0	10
duct	34.0	4
endowment	63.0	9
concoction	49.0	10
veal	23.0	4
pastoral	54.0	8
snappy	36.0	6
snakebite	75.0	9
ten	20.0	3
glitter	36.0	7
enforce	45.0	7
retraining	44.0	10
mediate	37.0	7
silicone	62.0	8
surgical	58.0	8
civics	43.0	6
serene	40.0	6
dog	20.0	3
pneumonia	74.0	9
torturous	62.0	9
columnist	67.0	9
lowball	58.0	7
congresswoman	100.0	13
overreach	55.0	9
stripe	28.0	6
certainty	61.0	9
noggin	46.0	6
sequencer	51.0	9
trivialize	62.0	10
delicious	54.0	9
beautification	75.0	14
perm	26.0	4
unsure	38.0	6
dispose	39.0	7
salamander	77.0	10
unconfirmed	69.0	11
angelfish	73.0	9
infantile	64.0	9
potential	55.0	9
shrunken	56.0	8
creature	48.0	8
roaster	32.0	7
changelessness	89.0	14
bunkmate	64.0	8
slippery	39.0	8
upstairs	58.0	8
elicit	44.0	6
oddity	57.0	6
size	31.0	4
chilliness	58.0	10
moralist	48.0	8
magnifying	65.0	10
allergen	51.0	8
sipper	24.0	6
sightseeing	77.0	11
hyperglycemic	95.0	13
lemonade	60.0	8
agony	40.0	5
barista	53.0	7
princedom	73.0	9
prayerful	69.0	9
tub	20.0	3
obviously	60.0	9
malevolence	94.0	11
tithing	38.0	7
marauding	59.0	9
oxygen	59.0	6
purple	39.0	6
freeway	54.0	7
arch	35.0	4
seedless	46.0	8
publicity	54.0	9
delusional	69.0	10
megawatt	71.0	8
predominance	78.0	12
comeuppance	97.0	11
defenseman	85.0	10
showgirl	63.0	8
puzzle	33.0	6
dependant	47.0	9
retract	38.0	7
discharge	61.0	9
mossy	34.0	5
hepatitis	75.0	9
brownstone	71.0	10
beeline	40.0	7
destiny	47.0	7
halfcocked	80.0	10
bio	25.0	3
interlock	57.0	9
purification	57.0	12
eastbound	70.0	9
bitterness	63.0	10
taint	32.0	5
villa	37.0	5
zoo	24.0	3
sledgehammer	108.0	12
fairyland	66.0	9
impeachable	63.0	11
motley	40.0	6
wristwatch	86.0	10
ostentatious	89.0	12
puffy	34.0	5
stupendous	75.0	10
honesty	52.0	7
tremendous	76.0	10
sashay	47.0	6
themselves	81.0	10
overproduction	93.0	14
ingratitude	82.0	11
competence	59.0	10
puddle	27.0	6
skate	33.0	5
brutality	57.0	9
tasteless	53.0	9
pray	24.0	4
haughty	51.0	7
plunder	36.0	7
importance	67.0	10
tampon	37.0	6
impotent	54.0	8
trooper	37.0	7
wrinkle	36.0	7
relevance	55.0	9
crochet	41.0	7
century	49.0	7
solace	40.0	6
eliminator	58.0	10
clothe	36.0	6
explosive	48.0	9
altar	37.0	5
outlaw	45.0	6
glucose	60.0	7
swipe	34.0	5
float	33.0	5
formable	49.0	8
quail	39.0	5
continuity	67.0	10
unimproved	65.0	10
temperamental	91.0	13
wreckage	57.0	8
explicable	59.0	10
accreditation	90.0	13
matriarchy	65.0	10
manageable	71.0	10
lawlessness	70.0	11
workhorse	60.0	9
reappraisal	85.0	11
cruelty	52.0	7
rotund	38.0	6
porous	40.0	6
inoperative	67.0	11
egomania	63.0	8
neckline	54.0	8
silken	38.0	6
fullback	55.0	8
break	33.0	5
improvise	52.0	9
dear	20.0	4
infatuation	61.0	11
behoove	51.0	7
oily	34.0	4
recur	38.0	5
skin	27.0	4
he	20.0	2
attempted	61.0	9
typhus	56.0	6
theology	57.0	8
redhead	48.0	7
retake	35.0	6
inference	53.0	9
topnotch	70.0	8
neurological	64.0	12
quivering	57.0	9
beguilement	77.0	11
pour	25.0	4
biologic	54.0	8
perpetration	61.0	12
allegorical	91.0	11
immobilizer	63.0	11
coddle	34.0	6
innocent	52.0	8
unlucky	50.0	7
jitter	27.0	6
gravestone	70.0	10
space	29.0	5
wallet	35.0	6
grappling	49.0	9
simile	37.0	6
python	50.0	6
helpline	54.0	8
proctologist	70.0	12
ghostly	47.0	7
velvety	57.0	7
fluctuation	65.0	11
hypoglycemia	91.0	12
cadence	52.0	7
quantity	56.0	8
truehearted	77.0	11
pointer	35.0	7
brooding	38.0	8
sound	32.0	5
genre	38.0	5
rekindle	54.0	8
halo	32.0	4
rump	20.0	4
paver	25.0	5
inexplicable	68.0	12
advertising	72.0	11
skirt	34.0	5
trident	50.0	7
appropriateness	104.0	15
seaworthy	72.0	9
thoroughly	78.0	10
ad	20.0	2
padded	36.0	6
barrack	53.0	7
phoniness	56.0	9
straightness	62.0	12
person	38.0	6
unfamiliar	80.0	10
loathe	35.0	6
insightful	84.0	10
keystroke	72.0	9
scram	33.0	5
disorientated	81.0	13
revive	34.0	6
campout	54.0	7
misleading	63.0	10
tipsy	37.0	5
thorax	51.0	6
alignment	55.0	9
icebreaker	70.0	10
engorgement	67.0	11
geopolitics	89.0	11
hairline	48.0	8
sublet	37.0	6
kilter	34.0	6
lockout	46.0	7
cushion	54.0	7
coordinator	68.0	11
prepositional	66.0	13
disfigure	70.0	9
northeast	66.0	9
bluegrass	75.0	9
arrhythmia	92.0	10
signpost	69.0	8
surface	50.0	7
bulky	35.0	5
comfort	47.0	7
erasable	58.0	8
refrigerate	69.0	11
serenity	54.0	8
ladder	31.0	6
five	22.0	4
consort	38.0	7
bigmouth	65.0	8
cardiogram	70.0	10
artery	40.0	6
sanitize	50.0	8
oppressor	50.0	9
cobble	32.0	6
strategy	58.0	8
girly	38.0	5
cobbler	34.0	7
merchant	56.0	8
stoutness	56.0	9
landfall	54.0	8
heating	30.0	7
needy	32.0	5
persevere	65.0	9
landfill	55.0	8
hick	21.0	4
groove	37.0	6
excusable	60.0	9
predication	53.0	11
sidestroke	78.0	10
reproach	57.0	8
insulting	49.0	9
crewman	55.0	7
gibberish	71.0	9
evaluate	47.0	8
culpability	72.0	11
enlightenment	93.0	13
detriment	56.0	9
mate	20.0	4
supersensitive	97.0	14
spunky	38.0	6
else	34.0	4
giveaway	68.0	8
chic	32.0	4
teamster	52.0	8
awareness	57.0	9
zippered	50.0	8
highway	56.0	7
retaliation	54.0	11
multidirectional	121.0	16
hardhearted	72.0	11
suede	38.0	5
exterminator	66.0	12
nutrient	61.0	8
arugula	62.0	7
imagination	63.0	11
stonemason	83.0	10
dike	21.0	4
miner	27.0	5
vacancy	56.0	7
solar	35.0	5
appointment	71.0	11
gingerroot	88.0	10
dramatization	83.0	13
celebratory	73.0	11
haggle	35.0	6
choker	33.0	6
musk	27.0	4
dormitory	75.0	9
turbine	46.0	7
reheat	36.0	6
stepchild	76.0	9
dysentery	73.0	9
reputation	46.0	10
furry	33.0	5
focal	36.0	5
plastic	45.0	7
peel	23.0	4
sun	20.0	3
sharecropper	95.0	12
shapely	46.0	7
compile	37.0	7
substantial	68.0	11
facedown	66.0	8
procure	50.0	7
thieving	54.0	8
gradient	57.0	8
cater	24.0	5
expeditious	69.0	11
sandwich	71.0	8
promo	36.0	5
appreciative	68.0	12
intimidator	70.0	11
neutral	52.0	7
roundness	50.0	9
tradition	51.0	9
infantilism	88.0	11
ribbed	35.0	6
overtone	46.0	8
slug	27.0	4
tendonitis	75.0	10
itchiness	58.0	9
abscess	54.0	7
kickable	56.0	8
unrealistic	72.0	11
commentary	57.0	10
seedpod	58.0	7
laptop	51.0	6
arbitrate	52.0	9
recurrence	59.0	10
restate	35.0	7
expansiveness	79.0	13
sentimentality	91.0	14
realignment	71.0	11
scant	33.0	5
hypertensive	85.0	12
disorient	57.0	9
velocity	60.0	8
exhibitor	63.0	9
unbroken	53.0	8
headcount	75.0	9
strip	31.0	5
symptomatic	78.0	11
fasten	35.0	6
alphabetize	86.0	11
baptismal	71.0	9
buoyancy	75.0	8
dew	22.0	3
compete	33.0	7
trail	32.0	5
rootless	49.0	8
uselessness	63.0	11
lamb	30.0	4
indisputable	75.0	12
urine	36.0	5
sociological	62.0	12
adviser	42.0	7
smelly	38.0	6
gossipy	55.0	7
bustling	35.0	8
unique	53.0	6
vasectomy	73.0	9
economize	60.0	9
wholegrain	90.0	10
dibs	22.0	4
unchained	52.0	9
drowsy	37.0	6
wingless	36.0	8
veteran	54.0	7
apothecary	89.0	10
societal	61.0	8
quackery	56.0	8
expressway	71.0	10
questionnaire	97.0	13
inconsolable	88.0	12
tea	20.0	3
shutdown	56.0	8
revolutionize	69.0	13
finder	26.0	6
caricature	68.0	10
decibel	53.0	7
insolvent	55.0	9
resounding	50.0	10
handwriting	78.0	11
unsafe	44.0	6
