Word	OLD20	len
merriment	62.0	9
synchronization	102.0	15
anchorman	69.0	9
homesickness	90.0	12
dispersal	55.0	9
undividable	69.0	11
hugeness	56.0	8
viewfinder	84.0	10
rush	24.0	4
peer	20.0	4
fervor	49.0	6
close	31.0	5
devour	39.0	6
reptile	44.0	7
depiction	49.0	9
pacifier	53.0	8
ensemble	56.0	8
hierarchy	77.0	9
assimilate	66.0	10
intro	38.0	5
apologetic	76.0	10
bridle	36.0	6
brunch	36.0	6
breadwinner	84.0	11
semantic	54.0	8
laughingstock	127.0	13
impalement	60.0	10
fearful	52.0	7
research	54.0	8
identification	71.0	14
duplicator	63.0	10
shrine	37.0	6
complain	51.0	8
feasible	58.0	8
scrotum	55.0	7
difference	60.0	10
background	71.0	10
crafty	36.0	6
inmost	47.0	6
chauvinistic	89.0	12
pulverize	66.0	9
playsuit	62.0	8
plague	37.0	6
unwatched	50.0	9
dimmer	34.0	6
tracker	32.0	7
adaptability	76.0	12
patriarchy	68.0	10
highball	56.0	8
spastic	54.0	7
depose	37.0	6
intoxication	71.0	12
aseptic	51.0	7
profiler	45.0	8
railcar	59.0	7
untraceable	61.0	11
decontamination	84.0	15
castration	58.0	10
quarterstaff	96.0	12
oatmeal	60.0	7
cordial	49.0	7
yachtsman	74.0	9
baritone	57.0	8
instructive	58.0	11
gridlock	68.0	8
impractical	74.0	11
invasion	52.0	8
pasties	34.0	7
earthquake	92.0	10
blacklist	56.0	9
untamed	37.0	7
nastiness	48.0	9
sampler	34.0	7
carwash	57.0	7
combust	51.0	7
heightened	62.0	10
benevolence	85.0	11
minefield	68.0	9
visualize	55.0	9
shun	32.0	4
outlandish	77.0	10
whimper	38.0	7
optimism	63.0	8
enjoyment	66.0	9
underage	56.0	8
intracranial	102.0	12
discard	49.0	7
mechanic	55.0	8
backslid	54.0	8
rather	33.0	6
ladybug	68.0	7
irresistible	81.0	12
cliffhanger	93.0	11
adaptor	49.0	7
lacquer	55.0	7
integrator	64.0	10
rebellious	74.0	10
complication	54.0	12
entryway	68.0	8
then	27.0	4
concurrent	68.0	10
pantsuit	69.0	8
interscholastic	132.0	15
otherworldly	108.0	12
yet	20.0	3
alibi	44.0	5
devilish	55.0	8
overproduce	76.0	11
height	36.0	6
topographic	58.0	11
mother	32.0	6
thermonuclear	118.0	13
lease	27.0	5
shaver	29.0	6
intestinal	68.0	10
mummify	57.0	7
reorganize	61.0	10
country	47.0	7
decision	45.0	8
serviceman	79.0	10
noodles	34.0	7
bar	20.0	3
unsaturated	74.0	11
repetitious	71.0	11
buffer	32.0	6
suppressant	72.0	11
transient	53.0	9
aqueduct	73.0	8
antibody	73.0	8
width	39.0	5
immobility	60.0	10
midsection	63.0	10
mumps	31.0	5
facelift	68.0	8
unruffled	56.0	9
flick	32.0	5
hanky	32.0	5
fishmonger	81.0	10
seedling	36.0	8
cold	24.0	4
luxuriate	71.0	9
normalize	50.0	9
predigest	57.0	9
indiscretion	75.0	12
promoter	46.0	8
cabin	37.0	5
exactness	60.0	9
luxurious	61.0	9
announcement	78.0	12
spoon	32.0	5
disorientate	79.0	12
adventurist	71.0	11
holographic	60.0	11
faceless	46.0	8
skintight	74.0	9
ungoverned	73.0	10
oasis	39.0	5
unemployment	87.0	12
fireproof	72.0	9
compulsion	55.0	10
economic	51.0	8
appreciation	60.0	12
deconstruct	67.0	11
recognition	64.0	11
incapacitate	81.0	12
sidestep	64.0	8
bless	37.0	5
slumlord	71.0	8
consistent	53.0	10
nonperson	73.0	9
anoint	45.0	6
multidimensional	134.0	16
megabyte	65.0	8
jouster	38.0	7
segregate	61.0	9
cavalier	51.0	8
crisscross	82.0	10
descendant	52.0	10
pegboard	59.0	8
typist	48.0	6
sustainer	57.0	9
attendance	68.0	10
differentiate	81.0	13
impoverishment	104.0	14
genome	44.0	6
ballet	31.0	6
deluxe	38.0	6
cadaver	55.0	7
antics	38.0	6
collectible	63.0	11
kidney	42.0	6
unappreciative	97.0	14
atomize	51.0	7
unaffected	68.0	10
tranquil	71.0	8
debonair	73.0	8
equestrian	77.0	10
depravity	74.0	9
flycatcher	77.0	10
resurrection	68.0	12
pancreatitis	100.0	12
enunciate	65.0	9
walloping	53.0	9
shred	31.0	5
anchovy	58.0	7
incarceration	75.0	13
perennial	62.0	9
thumbscrew	91.0	10
hyperventilate	101.0	14
chariot	52.0	7
blooper	38.0	7
feathery	38.0	8
priestess	60.0	9
sequel	45.0	6
admirer	51.0	7
caution	41.0	7
blueprint	67.0	9
bore	20.0	4
disembodied	81.0	11
collard	35.0	7
pogo	33.0	4
unlink	39.0	6
firework	52.0	8
along	37.0	5
autism	51.0	6
cupful	55.0	6
summary	50.0	7
organizer	46.0	9
hopefulness	72.0	11
sideboard	55.0	9
pessimistic	88.0	11
wetback	51.0	7
philosophic	68.0	11
crunchiness	71.0	11
gig	22.0	3
coordination	64.0	12
gestational	72.0	11
unfocused	56.0	9
farmer	34.0	6
tinderbox	79.0	9
sand	23.0	4
closeness	55.0	9
penitentiary	89.0	12
recalcitrance	100.0	13
intimate	39.0	8
multilevel	78.0	10
bedtime	51.0	7
governess	53.0	9
rant	20.0	4
golf	33.0	4
launcher	37.0	8
unanswered	73.0	10
knuckle	46.0	7
humdinger	74.0	9
mammary	55.0	7
service	50.0	7
reflexive	69.0	9
chessboard	71.0	10
trilogy	58.0	7
dreary	37.0	6
stooge	40.0	6
slacken	37.0	7
hayloft	58.0	7
arena	36.0	5
ballot	36.0	6
landline	50.0	8
hermaphrodite	118.0	13
hellhound	72.0	9
abstractionist	90.0	14
animation	51.0	9
kindhearted	74.0	11
booklet	51.0	7
anarchism	69.0	9
ridiculous	76.0	10
mimosa	51.0	6
considerate	64.0	11
predecessor	87.0	11
pothead	44.0	7
foreshadow	77.0	10
stringed	39.0	8
wall	25.0	4
zipper	28.0	6
slushy	37.0	6
peppy	37.0	5
gingivitis	87.0	10
laughter	47.0	8
cockiness	56.0	9
doctorate	61.0	9
ionization	58.0	10
tend	24.0	4
analyze	44.0	7
announce	51.0	8
tribunal	63.0	8
loftiness	58.0	9
administrative	91.0	14
able	27.0	4
debrief	52.0	7
gestation	54.0	9
slut	28.0	4
catwalk	56.0	7
unintentional	83.0	13
nightfall	66.0	9
literally	53.0	9
multisystem	99.0	11
antihuman	76.0	9
platonic	55.0	8
archaeology	85.0	11
luckless	50.0	8
squiggle	53.0	8
savvy	40.0	5
physiotherapy	105.0	13
imperfect	70.0	9
occupation	63.0	10
exhibition	55.0	10
realness	47.0	8
hemlock	51.0	7
premises	37.0	8
grater	30.0	6
expo	38.0	4
doorbell	66.0	8
rare	20.0	4
bookkeeper	66.0	10
altogether	86.0	10
assailant	67.0	9
meltdown	62.0	8
backswing	58.0	9
extraterrestrial	141.0	16
justification	58.0	13
lather	25.0	6
wondrous	56.0	8
prodigy	57.0	7
implementation	91.0	14
sepia	40.0	5
underpay	52.0	8
notary	45.0	6
ageless	41.0	7
edict	37.0	5
monogamy	67.0	8
downcast	66.0	8
place	28.0	5
tissue	43.0	6
numeral	54.0	7
frantic	53.0	7
nerd	33.0	4
incredible	69.0	10
nonbeliever	74.0	11
bereavement	77.0	11
equatorial	75.0	10
pecan	39.0	5
replicate	46.0	9
palpation	55.0	9
cleanser	40.0	8
mandolin	60.0	8
enrichment	65.0	10
kleptomaniac	84.0	12
formal	36.0	6
irredeemable	79.0	12
friendship	80.0	10
pathless	51.0	8
unpolished	60.0	10
jiggle	30.0	6
meteorology	75.0	11
forefather	72.0	10
writeable	61.0	9
mender	29.0	6
narcotic	56.0	8
tidy	36.0	4
frisky	36.0	6
informal	50.0	8
snowmobile	79.0	10
policeman	70.0	9
cheek	32.0	5
polygamist	73.0	10
repellent	56.0	9
disable	38.0	7
spook	33.0	5
loop	22.0	4
annoying	57.0	8
sweep	32.0	5
barrelhead	76.0	10
inchworm	72.0	8
breakage	55.0	8
insignificant	104.0	13
unleaded	40.0	8
disembowelment	96.0	14
ready	36.0	5
union	35.0	5
alphanumeric	122.0	12
nefarious	66.0	9
gentlemanliness	123.0	15
tetanus	59.0	7
diesel	50.0	6
novelist	55.0	8
karaoke	59.0	7
logic	37.0	5
brochure	59.0	8
irreproachable	96.0	14
forehand	52.0	8
squishier	58.0	9
bearer	28.0	6
consistency	62.0	11
liquidness	76.0	10
smarten	42.0	7
headmastership	112.0	14
unfiltered	67.0	10
crowded	39.0	7
bluntness	55.0	9
ventilation	63.0	11
tailor	37.0	6
idealization	66.0	12
salesperson	86.0	11
irritation	52.0	10
eyelid	54.0	6
slop	23.0	4
tiger	36.0	5
mortification	53.0	13
epiphany	75.0	8
joyride	55.0	7
legendary	74.0	9
thought	37.0	7
entire	39.0	6
rack	20.0	4
broadcast	63.0	9
teakettle	77.0	9
peripheral	73.0	10
tectonic	55.0	8
windmill	62.0	8
meteorite	66.0	9
continuance	69.0	11
dismissible	71.0	11
amenable	52.0	8
scruff	42.0	6
indefensible	80.0	12
daylight	54.0	8
warthog	59.0	7
fjord	40.0	5
dismount	51.0	8
critter	38.0	7
verbose	56.0	7
seldom	57.0	6
triple	33.0	6
peon	28.0	4
ultramodern	106.0	11
nonproductive	90.0	13
waterway	56.0	8
lapel	38.0	5
layout	44.0	6
smugness	59.0	8
cellular	64.0	8
studious	51.0	8
feministic	72.0	10
undisguised	69.0	11
devotion	51.0	8
pretend	43.0	7
stallion	51.0	8
gunpoint	63.0	8
pseudonym	83.0	9
cleat	30.0	5
unrecoverable	86.0	13
machinery	69.0	9
sinless	37.0	7
hoopskirt	86.0	9
existent	55.0	8
gully	30.0	5
morning	34.0	7
repudiate	59.0	9
cancel	37.0	6
bout	26.0	4
pusher	30.0	6
meatloaf	76.0	8
inch	33.0	4
powerlessness	84.0	13
gratitude	60.0	9
sealskin	60.0	8
existing	39.0	8
office	44.0	6
cutesy	37.0	6
playlist	57.0	8
spoonful	56.0	8
moonshine	60.0	9
buildup	57.0	7
launch	37.0	6
headline	38.0	8
picnicker	65.0	9
horny	35.0	5
uninteresting	87.0	13
fretfulness	69.0	11
surge	33.0	5
breakfast	63.0	9
confusion	48.0	9
unscrambled	64.0	11
topcoat	56.0	7
embark	50.0	6
revolutionary	69.0	13
jog	20.0	3
couch	30.0	5
greenback	73.0	9
boringness	70.0	10
nipple	36.0	6
bullion	41.0	7
lowerclassmen	108.0	13
probable	48.0	8
quickstep	69.0	9
inherent	51.0	8
blabbermouth	109.0	12
neurosis	51.0	8
airplay	57.0	7
appeasement	75.0	11
weenie	38.0	6
spiritualistic	92.0	14
whale	34.0	5
secondhand	85.0	10
superheat	63.0	9
now	20.0	3
confiscation	60.0	12
infinite	49.0	8
padding	34.0	7
genuine	53.0	7
queasy	47.0	6
certified	49.0	9
flunk	31.0	5
ribbon	48.0	6
drawl	33.0	5
yellowness	72.0	10
arbitrary	68.0	9
goods	27.0	5
philosophy	75.0	10
reopen	42.0	6
hacienda	75.0	8
lioness	44.0	7
tempo	36.0	5
anyway	49.0	6
broomstick	84.0	10
strapping	36.0	9
multivitamin	106.0	12
disco	35.0	5
miscreant	65.0	9
residential	63.0	11
java	35.0	4
unresponsive	90.0	12
fuss	25.0	4
faceplate	63.0	9
frenzy	50.0	6
dinnertime	75.0	10
glaze	31.0	5
musculature	86.0	11
corrective	55.0	10
washtub	55.0	7
artichoke	76.0	9
marrow	33.0	6
sauce	35.0	5
reactionary	72.0	11
raft	23.0	4
ungrammatical	104.0	13
chord	36.0	5
dynamite	56.0	8
preacher	38.0	8
guiding	39.0	7
homespun	74.0	8
token	33.0	5
inseminate	59.0	10
courtesy	53.0	8
multifaceted	95.0	12
inter	32.0	5
undulation	55.0	10
hairnet	52.0	7
calcification	64.0	13
fortunate	60.0	9
pensive	49.0	7
transoceanic	95.0	12
waterwheel	84.0	10
attend	38.0	6
tungsten	66.0	8
mobilization	59.0	12
townie	39.0	6
pervade	52.0	7
underexpose	84.0	11
evilness	58.0	8
lose	20.0	4
getaway	55.0	7
particleboard	112.0	13
marvelous	60.0	9
frigidity	67.0	9
acceptant	67.0	9
monogamous	74.0	10
pregnant	55.0	8
cauldron	68.0	8
wielder	36.0	7
cubism	46.0	6
prong	34.0	5
welt	24.0	4
encamp	54.0	6
meek	29.0	4
expectation	59.0	11
alarm	38.0	5
normality	50.0	9
champagne	62.0	9
irony	37.0	5
tough	27.0	5
boomerang	71.0	9
sublime	56.0	7
giver	31.0	5
unchristian	93.0	11
excrement	54.0	9
primate	38.0	7
disallow	55.0	8
familiar	55.0	8
artless	40.0	7
cordless	44.0	8
drench	37.0	6
colonization	74.0	12
undeserved	55.0	10
muscularity	83.0	11
exacerbation	68.0	12
idiosyncrasy	125.0	12
photosensitive	115.0	14
outcome	56.0	7
bound	31.0	5
nag	20.0	3
knob	36.0	4
sackcloth	77.0	9
dream	32.0	5
textured	48.0	8
uninspired	63.0	10
venomous	60.0	8
ego	32.0	3
midwinter	71.0	9
fetch	37.0	5
cretin	38.0	6
spareribs	67.0	9
monument	53.0	8
puppet	38.0	6
counterbalance	101.0	14
receive	36.0	7
something	57.0	9
abuse	35.0	5
stalk	34.0	5
ringside	58.0	8
live	20.0	4
smithereens	87.0	11
plump	32.0	5
inorganic	75.0	9
omission	48.0	8
bobtail	56.0	7
microfilm	72.0	9
reminiscences	87.0	13
flea	33.0	4
yellow	35.0	6
headroom	58.0	8
sanction	45.0	8
passionless	77.0	11
childish	58.0	8
insulin	55.0	7
mutant	45.0	6
kids	29.0	4
ardent	38.0	6
concentric	73.0	10
reach	30.0	5
humanoid	56.0	8
antidemocratic	122.0	14
amphetamine	91.0	11
perspective	65.0	11
alphabet	77.0	8
sanctimony	70.0	10
pressurization	88.0	14
swallow	39.0	7
himself	56.0	7
fencer	36.0	6
diabetic	51.0	8
decrepit	58.0	8
coherency	68.0	9
movement	55.0	8
slither	37.0	7
marshy	46.0	6
fondness	44.0	8
devilry	51.0	7
novelty	54.0	7
client	39.0	6
preshow	55.0	7
skullcap	75.0	8
westbound	72.0	9
unshackled	62.0	10
egoism	50.0	6
icehouse	57.0	8
apparition	71.0	10
mannerism	55.0	9
summarization	86.0	13
route	31.0	5
banker	28.0	6
ram	20.0	3
sandpaper	67.0	9
dark	25.0	4
irritable	57.0	9
obliterate	60.0	10
hypnosis	56.0	8
vanquisher	65.0	10
murderous	64.0	9
enamel	48.0	6
contort	38.0	7
drug	33.0	4
docket	34.0	6
decommission	72.0	12
humorous	52.0	8
privileged	73.0	10
visibility	60.0	10
lyrical	53.0	7
preheat	48.0	7
zoology	50.0	7
pumpkin	53.0	7
cavern	37.0	6
starboard	55.0	9
glorified	58.0	9
untwine	47.0	7
shedder	37.0	7
prolific	66.0	8
gel	22.0	3
genealogy	69.0	9
swing	23.0	5
bestselling	74.0	11
rhythm	59.0	6
flyover	50.0	7
inflexible	70.0	10
retool	43.0	6
supplementary	85.0	13
antifungal	91.0	10
chlorine	48.0	8
horror	46.0	6
cadmium	58.0	7
featherbed	55.0	10
plaid	35.0	5
sheep	33.0	5
chronological	75.0	13
barefoot	71.0	8
to	20.0	2
vaccine	56.0	7
wetland	53.0	7
libertarian	73.0	11
prosperity	65.0	10
point	33.0	5
electoral	58.0	9
irrationality	78.0	13
chastise	51.0	8
foil	27.0	4
expenditure	82.0	11
fabulous	57.0	8
radon	38.0	5
wallflower	64.0	10
impart	37.0	6
jot	20.0	3
watermelon	76.0	10
newsroom	67.0	8
hairdryer	75.0	9
wasteland	65.0	9
jolliness	55.0	9
extrasensory	111.0	12
bloodstream	93.0	11
intersperse	71.0	11
repulsive	53.0	9
goddamn	57.0	7
rafter	34.0	6
lesson	36.0	6
inclination	56.0	11
kissy	35.0	5
hard	20.0	4
percentile	61.0	10
designator	65.0	10
backslide	53.0	9
awake	34.0	5
conciliation	65.0	12
violinist	68.0	9
huddle	30.0	6
sew	20.0	3
automaton	57.0	9
wastebasket	94.0	11
trackless	44.0	9
screenwriting	94.0	13
figurative	73.0	10
conversationalist	102.0	17
campfire	56.0	8
pruning	40.0	7
sect	33.0	4
bedridden	75.0	9
unavailable	65.0	11
cook	20.0	4
spanking	36.0	8
codependency	77.0	12
cluck	32.0	5
tire	20.0	4
kinsman	50.0	7
wood	26.0	4
congratulate	82.0	12
mammoth	57.0	7
succumb	58.0	7
terrycloth	98.0	10
lewd	37.0	4
rebuild	51.0	7
sugarless	62.0	9
often	39.0	5
corrupt	53.0	7
mayhem	53.0	6
monarchical	84.0	11
syphilis	73.0	8
nominate	44.0	8
immediate	65.0	9
abroad	51.0	6
biochemical	78.0	11
aboveboard	77.0	10
inheritability	90.0	14
propeller	55.0	9
snowdrift	81.0	9
electronic	61.0	10
jambalaya	91.0	9
prominence	63.0	10
snow	26.0	4
cyberspace	90.0	10
victimless	77.0	10
retinal	48.0	7
photosynthesis	113.0	14
pursuit	52.0	7
tube	28.0	4
encourager	66.0	10
edibles	53.0	7
checklist	63.0	9
boner	25.0	5
nomadic	57.0	7
ourselves	72.0	9
budge	31.0	5
bosom	37.0	5
foreseeable	77.0	11
shirttail	71.0	9
scenic	47.0	6
leaker	30.0	6
lascivious	77.0	10
bedspread	66.0	9
scholar	52.0	7
soupy	36.0	5
misadventure	88.0	12
wobbly	39.0	6
groundswell	90.0	11
emulsify	72.0	8
longevity	77.0	9
cocktail	56.0	8
indoors	56.0	7
inexpressive	69.0	12
dehydrate	63.0	9
armory	43.0	6
clerkship	74.0	9
lounge	34.0	6
embrace	54.0	7
heartwarming	91.0	12
nonconformist	105.0	13
cornflower	73.0	10
rigorousness	88.0	12
unwieldiness	85.0	12
telecommuter	99.0	12
acorn	37.0	5
unscreened	64.0	10
intellect	61.0	9
clank	28.0	5
lookout	49.0	7
unfitness	58.0	9
output	48.0	6
dishonor	60.0	8
glamorize	69.0	9
borderland	67.0	10
flimsy	46.0	6
sporadic	69.0	8
unfreeze	61.0	8
voice	35.0	5
rainwater	63.0	9
unappeased	68.0	10
facetious	59.0	9
nickname	70.0	8
noncombustible	112.0	14
bribable	52.0	8
unrepeatable	65.0	12
disturber	58.0	9
tit	20.0	3
inhibition	55.0	10
butterball	72.0	10
rig	20.0	3
agenda	45.0	6
pass	20.0	4
fiber	32.0	5
lustful	49.0	7
tender	27.0	6
womanly	55.0	7
juggernaut	94.0	10
harpoon	50.0	7
viewing	40.0	7
catlike	52.0	7
stranglehold	91.0	12
unwitting	52.0	9
leech	35.0	5
multicultural	104.0	13
undiscovered	72.0	12
transporter	54.0	11
incessant	72.0	9
vampirism	74.0	9
shooter	35.0	7
spill	29.0	5
trench	37.0	6
tyke	30.0	4
workhouse	53.0	9
pretzel	56.0	7
sober	35.0	5
electrostatics	97.0	14
mischief	69.0	8
hybrid	52.0	6
playwriting	78.0	11
regulator	51.0	9
tribeswoman	90.0	11
separateness	83.0	12
recycled	53.0	8
inacceptable	84.0	12
release	45.0	7
discernible	72.0	11
airspeed	67.0	8
bullwhip	71.0	8
taps	20.0	4
braces	32.0	6
risotto	61.0	7
speakerphone	109.0	12
encore	39.0	6
quartermaster	95.0	13
swap	27.0	4
airline	41.0	7
shuttered	38.0	9
longneck	70.0	8
justifiable	80.0	11
plantain	55.0	8
mollusk	54.0	7
detect	36.0	6
significant	84.0	11
pubescence	71.0	10
answer	50.0	6
halter	32.0	6
stimulant	66.0	9
punch	33.0	5
spinach	56.0	7
boycott	58.0	7
soloist	54.0	7
stalemate	68.0	9
superior	56.0	8
tie	20.0	3
detract	46.0	7
unreasonable	64.0	12
dwarfism	65.0	8
flair	34.0	5
fat	20.0	3
thankfulness	76.0	12
deadlock	54.0	8
mediation	43.0	9
occupy	57.0	6
pleaser	35.0	7
malignancy	82.0	10
absorber	53.0	8
shipyard	64.0	8
amoebic	54.0	7
undermine	44.0	9
ailment	49.0	7
sequencing	59.0	10
depletion	52.0	9
yak	29.0	3
ashtray	53.0	7
unclear	53.0	7
trampoline	69.0	10
eighth	37.0	6
moneybag	68.0	8
shiftless	55.0	9
accident	51.0	8
buddy	31.0	5
despairing	56.0	10
cloudiness	61.0	10
pilgrim	63.0	7
priceless	55.0	9
docking	32.0	7
turnaround	77.0	10
copperhead	72.0	10
win	20.0	3
spread	39.0	6
pessimism	72.0	9
moustache	66.0	9
unwed	39.0	5
outstanding	68.0	11
prerecord	73.0	9
outnumbered	81.0	11
election	33.0	8
menstruation	71.0	12
matchless	57.0	9
underline	37.0	9
cowpoke	54.0	7
byproduct	74.0	9
desperately	75.0	11
tennis	39.0	6
casserole	72.0	9
loneness	39.0	8
scrub	37.0	5
mutable	40.0	7
disciplinary	89.0	12
afterbirth	85.0	10
midfielder	73.0	10
typo	37.0	4
doubter	38.0	7
rule	27.0	4
worthwhile	91.0	10
remover	40.0	7
distaste	54.0	8
green	33.0	5
bureaucratic	96.0	12
crowbar	57.0	7
click	28.0	5
gainer	37.0	6
tryst	38.0	5
masses	28.0	6
waistband	66.0	9
annoy	39.0	5
understaffed	73.0	12
newspaper	71.0	9
kidnapper	63.0	9
ungodly	58.0	7
thaw	31.0	4
merrymaking	87.0	11
noncombatant	93.0	12
elemental	62.0	9
mismanagement	92.0	13
fuck	26.0	4
hospitable	68.0	10
mouse	27.0	5
bartend	39.0	7
gullibility	77.0	11
veritable	54.0	9
bubble	30.0	6
leopard	52.0	7
suppleness	64.0	10
dire	20.0	4
individual	73.0	10
hierarchical	95.0	12
headliner	48.0	9
seismic	60.0	7
unpleasing	56.0	10
find	20.0	4
montage	37.0	7
cookhouse	55.0	9
poetry	40.0	6
backtalk	58.0	8
gilded	38.0	6
undiluted	55.0	9
dilution	50.0	8
footprint	70.0	9
protester	49.0	9
bodybuilder	92.0	11
perch	35.0	5
unprovoked	63.0	10
freewill	65.0	8
seeker	37.0	6
fireplace	57.0	9
waitress	50.0	8
chauvinism	78.0	10
provoker	51.0	8
dominoes	52.0	8
muted	34.0	5
eternal	49.0	7
chow	31.0	4
input	39.0	5
unessential	76.0	11
sexist	36.0	6
bubblegum	77.0	9
goddess	53.0	7
curry	33.0	5
bother	31.0	6
gallbladder	91.0	11
panic	38.0	5
displease	51.0	9
tearoom	55.0	7
observatory	73.0	11
brotherly	55.0	9
beachfront	89.0	10
each	28.0	4
digitize	57.0	8
garbanzo	71.0	8
escort	41.0	6
garter	35.0	6
untruthful	75.0	10
insubordination	101.0	15
baffling	43.0	8
young	40.0	5
unseat	38.0	6
immediately	80.0	11
homeboy	48.0	7
fingertip	68.0	9
buttock	54.0	7
gunpowder	76.0	9
belated	36.0	7
vileness	47.0	8
dependent	43.0	9
showbiz	62.0	7
blemish	52.0	7
gatehouse	54.0	9
preassigned	71.0	11
seedy	33.0	5
relock	39.0	6
electrochemical	106.0	15
unimpaired	72.0	10
psychic	49.0	7
laminator	54.0	9
flighty	37.0	7
philanthropic	94.0	13
inkwell	57.0	7
lug	20.0	3
depository	61.0	10
fun	20.0	3
outrage	41.0	7
idol	38.0	4
clerk	38.0	5
deceitful	74.0	9
utensil	55.0	7
acquiesce	71.0	9
ubiquitous	87.0	10
songwriter	72.0	10
radius	38.0	6
transgress	70.0	10
inscribe	55.0	8
physiologic	81.0	11
ditz	35.0	4
optimist	61.0	8
fee	20.0	3
shortcake	60.0	9
mutilation	53.0	10
mousy	37.0	5
stun	30.0	4
unfurl	49.0	6
adaptable	61.0	9
meantime	54.0	8
laughable	70.0	9
revolution	47.0	10
animator	52.0	8
ounce	34.0	5
unsuitable	57.0	10
badger	34.0	6
reshape	46.0	7
serf	31.0	4
waste	30.0	5
eggshell	72.0	8
elite	37.0	5
buttonhole	80.0	10
completion	55.0	10
midnight	67.0	8
whirlybird	87.0	10
quadriceps	77.0	10
prescribe	52.0	9
concrete	56.0	8
herringbone	97.0	11
minivan	52.0	7
gigantism	70.0	9
unwell	41.0	6
superconductor	108.0	14
industrious	71.0	11
ranchero	53.0	8
stepfather	72.0	10
heartworm	70.0	9
peepshow	73.0	8
splash	38.0	6
racer	26.0	5
unchanged	52.0	9
rapport	52.0	7
reassure	47.0	8
splatter	35.0	8
unworldly	73.0	9
jockstrap	75.0	9
blacktop	60.0	8
wed	20.0	3
roofer	34.0	6
reignite	54.0	8
curved	33.0	6
tenacity	56.0	8
taxpayer	68.0	8
last	20.0	4
darer	30.0	5
hungry	49.0	6
boaster	31.0	7
jive	27.0	4
repressive	49.0	10
magic	38.0	5
consecutive	67.0	11
battalion	72.0	9
crocodile	77.0	9
wholesome	70.0	9
executioner	69.0	11
kinky	34.0	5
facsimile	74.0	9
sprawling	49.0	9
staffing	38.0	8
denomination	51.0	12
gentlemanly	84.0	11
enjoy	44.0	5
elitist	54.0	7
better	25.0	6
policy	44.0	6
kickback	63.0	8
boogieman	72.0	9
uncalled	48.0	8
sleep	30.0	5
thingamajig	104.0	11
melatonin	73.0	9
breakdown	70.0	9
mumble	32.0	6
butler	34.0	6
harass	40.0	6
delusionary	74.0	11
rogue	35.0	5
cultivator	66.0	10
revolving	44.0	9
disbelieve	67.0	10
geothermal	74.0	10
rustle	35.0	6
pound	31.0	5
directory	54.0	9
counteroffensive	126.0	16
bilingual	72.0	9
shear	32.0	5
exerciser	53.0	9
humpback	64.0	8
manlike	49.0	7
slouchy	51.0	7
lush	25.0	4
frothy	39.0	6
contentment	70.0	11
boyish	48.0	6
mantra	37.0	6
taco	34.0	4
beacon	39.0	6
dent	20.0	4
even	32.0	4
here	20.0	4
noose	33.0	5
celibacy	71.0	8
saga	31.0	4
citizenship	97.0	11
black	31.0	5
dicer	30.0	5
nonlethal	74.0	9
inconclusive	91.0	12
unfair	51.0	6
moisture	55.0	8
luminescent	84.0	11
federal	49.0	7
noise	30.0	5
everyplace	87.0	10
prevention	56.0	10
causality	60.0	9
angelical	68.0	9
unmentionable	79.0	13
therefore	64.0	9
pompous	50.0	7
unquestioned	81.0	12
molten	39.0	6
mutative	53.0	8
oversee	35.0	7
vineyard	56.0	8
shellfish	63.0	9
aversion	51.0	8
cancellation	68.0	12
firebox	57.0	7
etching	36.0	7
crossover	64.0	9
leafy	37.0	5
anesthesiologist	109.0	16
crossbar	55.0	8
retrofit	67.0	8
cuddle	28.0	6
wailer	35.0	6
crawl	33.0	5
pennant	45.0	7
reintroduce	75.0	11
ripe	22.0	4
incite	35.0	6
crossbreed	72.0	10
excitable	56.0	9
oceanography	86.0	12
sneak	36.0	5
cornmeal	54.0	8
headwork	55.0	8
abductor	50.0	8
unruly	51.0	6
migratory	64.0	9
uncreative	69.0	10
disgusting	54.0	10
proslavery	79.0	10
periodontal	83.0	11
aquatic	58.0	7
propagandize	87.0	12
delirious	54.0	9
overwork	53.0	8
honeysuckle	101.0	11
objector	53.0	8
puke	26.0	4
loader	34.0	6
reptilian	70.0	9
downloadable	98.0	12
doorjamb	68.0	8
inquisitor	75.0	10
badly	36.0	5
coattail	54.0	8
unorthodox	95.0	10
unregulated	63.0	11
attempt	54.0	7
motorbike	69.0	9
stock	30.0	5
breezeway	74.0	9
desert	38.0	6
replaceable	69.0	11
meeting	37.0	7
redo	37.0	4
inaudible	62.0	9
driller	38.0	7
poser	30.0	5
spittle	46.0	7
top	20.0	3
cohort	38.0	6
rancher	36.0	7
sharpen	38.0	7
invitational	72.0	12
fact	26.0	4
ordinary	55.0	8
accent	37.0	6
hitcher	34.0	7
decree	41.0	6
squint	36.0	6
broadside	58.0	9
reversion	49.0	9
orbit	38.0	5
link	20.0	4
unmistakable	79.0	12
territoriality	106.0	14
mini	29.0	4
scandalize	66.0	10
potpie	51.0	6
muffler	38.0	7
enduring	42.0	8
graveside	67.0	9
whoopee	54.0	7
piano	38.0	5
clamp	30.0	5
force	34.0	5
refer	35.0	5
drunk	34.0	5
racism	42.0	6
trough	34.0	6
dupe	31.0	4
ninth	39.0	5
adjacent	68.0	8
wigmaker	58.0	8
addictiveness	89.0	13
flytrap	60.0	7
