,word,slice_1800,slice_1840,slice_1880,slice_1920,slice_1960,slice_2000
6621,mutilated,33,120,99,89,113,26
6622,flicker,55,436,761,1253,1666,652
6623,stand,12052,43406,60329,69247,58760,16797
6624,chop,215,639,817,1228,2477,1333
6625,listener,191,818,1055,1441,1140,248
6626,boarder,98,564,655,337,215,40
6627,wax,301,1105,1240,1233,1289,510
6628,partial,595,1262,1168,1088,1105,280
6629,regenerate,41,250,105,83,131,48
6630,office,3932,13020,21376,30245,30717,8177
6631,ship,3294,10420,14500,21770,14233,3889
6632,sphere,864,2823,1896,1663,1350,286
6633,rash,518,868,640,491,635,216
6634,patron,341,839,1033,1355,1255,418
6635,assume,2315,7278,7425,8305,8789,2154
6636,ancestor,650,1503,2018,1560,1637,510
6637,token,676,1493,910,807,887,122
6638,medical,596,1583,2932,6336,10170,3173
6639,captivate,178,431,231,180,222,148
6640,geologist,45,381,276,292,315,138
6641,felony,70,103,160,253,407,124
6642,awkward,324,1054,1410,1269,1523,557
6643,reconcile,573,1397,1006,870,698,153
6644,private,2861,7720,9862,14414,15717,3750
6645,venom,92,155,144,183,216,98
6646,acceptable,295,713,623,1100,1737,347
6647,application,1547,3578,3434,4237,3672,1135
6648,stroke,573,2189,2831,2992,4156,1459
6649,footstool,50,122,106,92,91,55
6650,foothold,43,228,317,277,200,48
6651,reproduction,26,259,697,848,865,183
6652,teach,3571,9717,10543,8640,12065,4193
6653,glide,558,2139,1362,787,1088,370
6654,confident,478,1494,1817,2078,2140,689
6655,charming,446,2390,3460,2298,1585,510
6656,constituency,43,334,406,279,630,112
6657,banker,261,1168,1873,3588,2142,371
6658,willing,1913,5122,6682,6340,6095,1674
6659,damp,391,1302,1287,1650,1914,728
6660,inability,178,523,786,860,954,234
6661,remarkable,1829,5223,5168,3188,2949,710
6662,ghostly,57,367,563,429,448,161
6663,gesture,458,1791,2906,5879,5869,1623
6664,crumb,230,530,392,476,583,232
6665,heroine,344,691,953,554,567,452
6666,run,5411,21941,38688,53335,57642,19089
6667,entertain,1348,3343,2829,2048,1571,486
6668,simmer,83,274,149,220,672,383
6669,contrast,1054,3413,3459,3797,4565,1156
6670,tonight,39,296,1456,9635,7615,2264
6671,horizon,653,1781,2103,1939,2309,931
6672,boisterous,158,330,328,230,188,59
6673,sensitive,270,1534,1874,2173,2851,822
6674,chowder,45,101,50,86,109,59
6675,hideous,227,1137,1233,749,552,168
6676,impair,378,747,572,623,475,121
6677,enthusiasm,874,2814,3719,2973,2251,517
6678,speedy,350,807,672,571,387,144
6679,sling,118,367,441,724,778,288
6680,forlorn,225,854,729,471,301,84
6681,ankle,88,435,852,1342,1964,868
6682,illicit,46,78,142,213,360,121
6683,thrive,215,602,632,590,921,451
6684,extravagance,338,849,832,512,249,36
6685,announce,1041,3583,6085,13274,9998,2199
6686,era,321,1257,1442,2177,3571,1520
6687,class,4005,14121,18283,16205,18925,6256
6688,castle,1315,3240,3366,2247,2835,1180
6689,haunch,49,191,204,272,256,92
6690,figure,2669,10272,17448,23569,23932,7039
6691,reveal,1044,4428,5132,6992,7658,2832
6692,compel,1958,5561,5587,2859,1411,295
6693,consider,7038,15709,17488,20683,22148,6535
6694,saucy,99,323,292,106,97,48
6695,withdraw,1592,3800,3837,4210,3651,642
6696,rustle,121,752,1040,899,756,218
6697,merriment,244,672,542,287,145,31
6698,repeal,344,858,921,1420,679,167
6699,despite,150,786,2257,6158,10546,3541
6700,calf,138,681,1124,1412,1488,409
6701,horticulture,47,71,65,36,72,38
6702,eclipse,203,648,583,524,786,273
6703,mighty,1896,5255,6674,4239,1970,481
6704,picturesque,399,1693,1889,825,295,108
6705,concentration,69,426,790,2143,2655,684
6706,spray,153,820,1348,1280,2236,1045
6707,remaining,29,104,65,88,109,26
6708,reload,30,107,104,155,159,48
6709,vary,621,1966,2617,3235,3025,697
6710,valuable,1714,3805,4362,3119,2741,742
6711,revisit,84,186,169,93,191,135
6712,fresh,1738,7484,7979,7886,7436,3261
6713,dormant,91,246,234,247,282,101
6714,creak,50,301,552,751,755,341
6715,lagoon,43,145,233,549,345,127
6716,recitation,133,405,529,165,191,42
6717,conquest,658,1988,1835,1519,845,146
6718,mute,350,999,757,677,979,323
6719,whimsical,96,220,388,276,175,81
6720,scope,294,900,1202,1886,1672,686
6721,obliterate,149,389,462,391,361,126
6722,science,2910,9391,9215,8564,10197,3191
6723,radius,95,116,270,396,289,146
6724,restless,488,1734,1949,1641,1212,305
6725,hungry,335,1808,3345,3449,3350,1056
6726,incendiary,40,170,123,188,124,41
6727,important,4384,10107,14941,22695,23539,6412
6728,kingdom,1313,3675,3273,2234,2348,621
6729,martyrdom,146,351,293,187,179,54
6730,fantasy,60,183,220,690,2603,865
6731,interim,53,85,190,371,626,150
6732,ruin,2605,6409,5907,4686,4005,1232
6733,thickness,195,566,629,575,526,96
6734,piece,3345,10191,12990,14118,16917,5408
6735,sponsor,35,67,154,2366,3184,929
6736,indecision,51,116,191,305,214,35
6737,elated,59,209,206,232,200,44
6738,layman,29,234,361,761,435,32
6739,shell,566,2980,3857,4989,3958,1295
6740,twitch,39,269,591,944,1097,402
6741,regulation,1032,1311,2290,3999,4138,813
6742,gull,74,360,393,612,665,114
6743,son,6437,17107,18916,21455,22658,7330
6744,tenure,158,367,517,366,783,334
6745,beginning,903,3866,6679,6985,6426,1643
6746,singer,138,650,1350,1997,2726,993
6747,incumbent,166,366,309,345,828,118
6748,fortunate,800,2009,2372,1454,1088,322
6749,convenience,475,1357,1175,1019,988,376
6750,scrupulous,265,410,311,205,161,26
6751,clasp,670,2743,2914,1526,1103,335
6752,disposal,276,610,880,1070,980,192
6753,housewife,59,195,360,1202,1010,121
6754,suggestion,826,2911,5464,5796,3554,692
6755,impede,203,437,300,344,376,76
6756,craggy,50,105,48,82,168,73
6757,disconnect,30,79,100,144,268,135
6758,contain,3992,9092,10142,9449,9659,2430
6759,resign,668,1539,1895,2959,2583,477
6760,nation,6601,16484,15334,22360,20287,3885
6761,scout,605,1011,2100,1961,1873,796
6762,barren,438,1071,1110,951,740,213
6763,accumulate,482,1502,1341,1648,1403,336
6764,rear,1278,4080,5346,5997,5146,1661
6765,halter,94,194,200,211,236,76
6766,consecrate,410,942,524,227,180,40
6767,chilly,97,436,394,499,614,265
6768,gunpowder,116,359,285,251,157,51
6769,expense,1917,4687,5349,5315,4220,891
6770,spice,185,516,512,491,991,466
6771,propagate,151,599,188,203,208,48
6772,owner,818,3594,5177,6431,7464,2830
6773,raise,4707,13554,15007,19282,21915,6858
6774,seize,2273,6363,6344,5074,3429,753
6775,sacred,1842,4927,4050,1995,1959,567
6776,womb,61,129,177,241,497,153
6777,incompatible,197,338,276,271,289,70
6778,condemnation,204,639,680,492,394,70
6779,play,3606,13755,27399,37762,44394,15702
6780,perennial,49,275,265,358,511,185
6781,reap,253,741,644,484,451,137
6782,banishment,129,267,176,73,99,26
6783,complication,32,327,738,816,944,336
6784,calico,95,485,512,387,117,48
6785,forward,3616,11890,15039,16553,13701,4843
6786,inconvenient,151,327,278,238,214,89
6787,loss,2423,6775,8168,8660,9010,2968
6788,stomach,368,1229,1574,3219,4604,1727
6789,chariot,239,456,602,405,457,40
6790,spark,352,924,1408,1481,1834,795
6791,charger,213,339,144,108,138,116
6792,meeting,3044,7475,10506,14738,14953,3256
6793,fame,1687,3457,2676,2769,1681,751
6794,cake,442,1821,2721,2896,2880,1236
6795,toss,418,2169,3049,3753,4187,1943
6796,pronunciation,147,251,383,295,209,45
6797,vane,81,397,532,165,147,31
6798,hook,386,1622,2099,3405,4142,1377
6799,patience,996,2716,2977,1865,2299,1033
6800,thrust,790,2664,3791,3804,2922,664
6801,pair,966,4048,5358,6198,6649,2766
6802,workmanship,147,268,417,284,192,49
6803,assault,525,1664,1803,1633,2607,971
6804,figurative,68,131,94,72,129,57
6805,natal,30,75,131,82,84,119
6806,ungainly,41,95,154,138,152,44
6807,rudder,63,212,356,254,236,59
6808,arched,60,204,199,170,162,63
6809,welcome,1771,5165,6411,5870,5764,1993
6810,sulphur,73,250,383,544,227,44
6811,unforeseen,70,186,194,222,207,43
6812,protect,1869,4537,5766,6976,9136,3092
6813,contribute,1061,2289,2697,3770,4259,1304
6814,aid,3276,8557,7832,10793,9789,1501
6815,allure,120,302,328,207,233,122
6816,vote,1490,7352,11867,17607,14847,2453
6817,appeal,1568,4696,8242,7783,6801,1420
6818,plain,3155,9352,11317,9176,5841,1406
6819,wagon,282,2633,4577,5888,3300,750
6820,credence,58,146,119,124,153,35
6821,unyielding,51,141,120,129,150,43
6822,speculative,162,579,586,834,445,86
6823,misconduct,110,204,146,154,226,79
6824,skunk,29,127,410,315,274,60
6825,tuition,67,225,223,331,656,245
6826,privileged,157,440,460,566,700,192
6827,plague,324,792,1087,1072,1570,510
6828,excursion,345,1112,969,624,513,141
6829,oppressive,307,745,521,339,406,102
6830,toad,64,274,376,342,447,119
6831,sip,86,725,506,1426,2914,1136
6832,enact,433,1103,1260,1353,1258,241
6833,quota,61,177,247,1395,937,139
6834,outlandish,41,161,93,192,210,61
6835,peril,1110,2618,2331,1135,757,187
6836,coerce,33,181,195,261,216,63
6837,insatiable,52,150,161,207,204,54
6838,exemplify,135,325,325,329,381,89
6839,leisure,764,1861,1677,1347,894,213
6840,pendant,43,147,164,147,115,108
6841,outweigh,64,150,198,230,354,113
6842,humility,376,831,597,542,401,131
6843,soft,1747,7036,8651,9024,9207,3160
6844,stealth,47,119,127,106,213,104
6845,selection,427,1312,2625,2482,2332,773
6846,haste,1040,2274,2659,1189,588,110
6847,condescension,105,256,236,168,158,39
6848,touch,3514,11069,16843,16045,18526,5526
6849,obligation,1378,3116,2555,3107,2269,494
6850,irresponsible,72,244,478,561,594,110
6851,feature,2644,7547,7308,6511,8041,3765
6852,interweave,76,135,99,57,63,26
6853,thaw,53,257,672,427,547,152
6854,disrespectful,33,102,125,68,112,51
6855,cover,3599,12251,14816,18219,21942,7616
6856,secrete,94,318,301,252,177,48
6857,maid,802,2837,4809,3335,2237,513
6858,gradual,296,1033,1031,941,712,154
6859,superficial,259,788,805,693,530,85
6860,prosecute,333,904,727,790,753,184
6861,sweep,1340,5702,7697,6979,5547,1680
6862,willingness,132,423,663,992,1209,273
6863,fight,2741,9344,17617,25682,19046,5900
6864,difficulty,3357,9471,9203,8277,5380,956
6865,heed,555,1724,1701,1032,672,186
6866,humane,213,559,553,475,528,112
6867,chat,131,757,1374,1352,1724,710
6868,illustration,861,5649,8382,2366,1544,655
6869,silk,591,2709,3381,4039,2829,1082
6870,breathless,308,819,1129,966,585,164
6871,shame,1652,3811,3840,2716,2811,820
6872,subsequent,909,1965,1538,1497,1647,462
6873,allude,1285,2456,1100,291,332,69
6874,dish,635,2087,3039,3571,4211,1682
6875,beneficial,456,763,538,503,638,200
6876,comprehensive,300,967,850,929,1355,352
6877,wand,165,318,369,285,287,93
6878,immensity,63,153,181,174,132,36
6879,extermination,50,156,188,160,168,29
6880,scholarship,111,522,957,1008,1509,584
6881,reverberate,57,174,151,220,282,112
6882,spec,56,141,128,188,172,122
6883,errand,378,1360,1675,1027,553,212
6884,roller,30,151,423,669,829,305
6885,vernacular,34,142,240,192,205,46
6886,response,183,1364,2726,3815,8382,2976
6887,field,3635,13523,17199,23189,20118,6438
6888,reunite,28,134,115,136,233,133
6889,energetic,264,951,940,785,695,222
6890,whistling,33,94,179,221,205,38
6891,ward,340,2087,3383,3792,3007,723
6892,forehead,1216,3254,2937,3290,3430,1257
6893,salad,43,239,534,696,1686,996
6894,emerge,430,1541,2172,3855,6669,2231
6895,diversion,143,413,757,776,557,129
6896,favorable,1011,2685,2409,2464,1275,233
6897,mug,285,384,290,582,978,476
6898,liability,109,555,742,986,872,325
6899,receive,9851,24581,23300,20467,16472,4410
6900,predicate,50,129,140,205,256,37
6901,plaster,100,602,783,1315,1083,365
6902,celebrate,743,1800,1614,2131,2912,1266
6903,proposal,558,1192,2095,8094,6938,812
6904,annihilation,100,255,211,217,206,48
6905,fool,1892,3955,7017,8091,5508,1353
6906,transmission,44,250,394,999,1169,394
6907,amiable,659,1206,966,716,578,84
6908,boundless,352,948,563,223,176,60
6909,incorporation,85,146,207,228,138,32
6910,shroud,397,1077,610,545,630,211
6911,cargo,323,664,1178,1572,1569,513
6912,impossibility,176,651,703,397,285,61
6913,lawsuit,29,113,175,214,1111,656
6914,dash,1028,3605,3632,2792,2203,652
6915,code,528,1043,1706,3201,4300,1537
6916,immediate,1777,3958,4542,5973,4282,855
6917,sportsman,84,445,298,428,257,48
6918,glossy,170,602,312,338,540,263
6919,turmoil,75,253,428,565,728,170
6920,apt,937,2506,2571,1924,1145,144
6921,primeval,63,370,397,187,152,43
6922,roof,1280,4146,5554,5245,5156,1845
6923,mourn,661,1406,968,584,797,230
6924,poem,1296,3941,5096,3413,3430,869
6925,abolish,316,1109,1148,1449,868,95
6926,delight,2261,6432,6557,3757,2779,742
6927,plural,28,82,251,297,198,52
6928,wise,2483,7294,8439,5888,3615,966
6929,destructive,315,758,814,885,951,235
6930,liquid,297,1233,1532,1803,2663,922
6931,sod,127,594,455,350,274,162
6932,receipt,280,1004,1454,1639,906,164
6933,hierarchy,47,185,169,494,811,184
6934,outbreak,76,551,986,901,739,241
6935,bladder,30,127,153,230,547,165
6936,noble,4381,11732,7261,3049,2241,563
6937,revulsion,65,232,193,274,331,64
6938,ensnare,51,99,52,36,46,32
6939,red,2628,12201,18586,27405,24753,9196
6940,interrogate,94,184,129,130,295,83
6941,unravel,93,177,189,188,417,182
6942,usurp,213,453,259,179,226,49
6943,stint,62,182,202,167,401,182
6944,rehearse,66,234,368,597,654,185
6945,worthless,346,935,859,704,539,170
6946,poorly,93,404,518,698,1037,331
6947,fabled,62,122,102,63,159,70
6948,clothe,1792,7136,10044,12021,11040,3412
6949,devour,348,1136,1001,723,666,237
6950,vein,702,2273,2134,1985,1578,533
6951,bald,149,590,851,1197,1337,416
6952,detention,88,227,224,218,471,135
6953,hoot,66,190,308,513,551,142
6954,damnation,64,143,207,170,141,44
6955,crackle,56,328,474,736,863,340
6956,despise,679,1959,1808,1167,1032,256
6957,uproar,274,619,415,601,399,60
6958,reel,265,850,1084,1217,1221,445
6959,article,3624,8715,8294,7806,7516,2512
6960,manure,170,836,419,423,395,132
6961,gnaw,84,417,412,492,465,150
6962,travel,2173,6431,8527,9504,11559,4217
6963,inform,2601,5238,4736,4796,3895,977
6964,hoarse,213,703,822,789,511,108
6965,endeavor,1368,4741,3560,1607,755,262
6966,nod,408,1953,5646,11608,13996,4975
6967,resistance,783,2113,2363,3255,2821,850
6968,rarely,654,2120,2461,2291,3422,1200
6969,safety,2199,4050,3773,4333,5693,2034
6970,distance,3955,9905,10701,9708,9521,3082
6971,solve,215,1135,2065,3719,4068,1097
6972,monk,637,1432,1505,960,1598,459
6973,marrow,74,202,248,548,315,107
6974,alternative,366,921,1025,2131,4776,1299
6975,disentangle,38,108,133,124,98,26
6976,pure,2598,8416,6311,4619,4226,1101
6977,sanctuary,224,456,450,525,807,309
6978,ponder,222,790,991,1118,1105,328
6979,boiler,92,436,683,667,460,97
6980,prayer,2680,7892,5626,3569,4275,1450
6981,recount,196,418,429,463,703,363
6982,default,45,208,279,514,535,193
6983,modest,464,1420,1759,1745,2516,703
6984,liquor,517,1357,2157,3723,1709,386
6985,scandal,165,683,1202,1530,1829,622
6986,frightened,311,1666,2870,3116,2345,485
6987,fabrication,52,121,72,158,165,53
6988,genuine,602,2117,2743,2295,2183,484
6989,baptize,110,799,401,219,288,113
6990,disappearance,122,452,824,741,613,199
6991,frivolous,156,394,516,283,298,97
6992,pink,105,1195,3410,3884,4466,1922
6993,hymn,430,1723,1526,992,751,120
6994,enhance,215,598,529,603,1661,788
6995,impropriety,143,241,161,83,172,31
6996,purify,323,653,427,306,337,71
6997,sovereignty,668,1654,939,1151,727,139
6998,inflection,28,114,243,275,197,58
6999,bare,819,2894,4406,4843,4571,1458
7000,elemental,34,114,359,258,234,51
7001,ingenious,486,1076,919,664,471,92
7002,lusty,53,158,279,405,157,39
7003,target,69,245,508,2073,5669,2365
7004,instrument,1734,4129,3962,4898,4428,952
7005,corporate,100,298,589,1110,4209,1503
7006,relent,107,302,240,179,252,90
7007,southeast,50,112,390,1003,1683,425
7008,fireplace,37,535,1328,1925,1367,538
7009,misfortune,1127,2208,1651,740,474,119
7010,ascent,230,704,524,301,297,106
7011,ore,125,603,1220,1758,858,153
7012,reflect,1766,3653,3898,5588,7372,2005
7013,engage,3269,8022,7564,5996,4507,1498
7014,grunt,45,298,1000,1863,1536,602
7015,refuge,611,1589,1759,1185,1056,329
7016,hip,170,301,873,1858,3336,2059
7017,prior,205,804,1234,1878,2549,732
7018,suckle,54,100,96,121,146,41
7019,tender,2064,7214,5643,2562,1969,749
7020,difference,2166,6741,9261,11389,12053,3108
7021,twist,286,1071,2079,3900,4122,1653
7022,act,9498,23502,24767,27919,24921,5921
7023,hour,9251,29938,35721,38776,35956,11453
7024,bustling,75,147,133,145,172,61
7025,sequel,152,390,330,221,252,160
7026,potato,341,1475,1874,2575,2793,1130
7027,perpendicular,565,480,372,263,216,60
7028,hem,215,639,631,772,678,289
7029,loom,134,779,1311,1980,1686,619
7030,undaunted,95,233,192,116,149,33
7031,complacency,228,350,269,317,220,35
7032,twilight,477,1730,1858,1264,967,356
7033,presumption,351,654,553,226,322,58
7034,covert,137,483,363,189,484,157
7035,advertise,51,371,907,1305,1161,286
7036,bear,10016,29828,31548,25464,23586,7024
7037,napkin,63,289,424,688,882,385
7038,candid,308,663,476,440,420,74
7039,turpentine,48,151,141,181,208,35
7040,scrape,258,829,972,1131,1575,661
7041,disaster,383,1252,1820,2364,3086,1146
7042,ordinary,1771,5641,6538,5657,4710,1212
7043,obstinate,271,699,579,342,119,26
7044,impoverish,74,155,125,100,88,26
7045,reference,1385,3898,4110,3737,3609,1071
7046,unborn,72,146,205,204,269,61
7047,jurisdiction,792,1230,1064,1402,1148,197
7048,drove,49,207,140,145,165,51
7049,breath,2120,6045,7938,7780,8795,3970
7050,render,4745,9063,5810,2861,1882,489
7051,choke,300,1192,1894,2102,2037,644
7052,shrivel,74,256,292,273,329,94
7053,scent,227,865,1323,1598,1846,1158
7054,dignified,412,1023,1304,997,501,113
7055,parent,2679,5847,5500,7585,16463,7922
7056,art,7646,16342,19129,13898,19648,6131
7057,duration,331,643,602,876,933,212
7058,meat,724,2718,3201,5880,6126,1685
7059,courteous,205,652,832,534,364,50
7060,vulnerable,27,100,150,518,1856,659
7061,pick,734,4117,9198,19451,22832,7642
7062,joke,429,1923,3425,4318,6209,1986
7063,offer,4290,13080,16461,19315,24247,8277
7064,riot,310,908,1077,1518,2209,329
7065,invention,1190,2157,2242,2416,1554,375
7066,pond,271,1376,1315,1491,1591,625
7067,hunt,884,3450,5178,6020,5704,1957
7068,deceive,1398,2860,2286,1130,836,159
7069,tact,132,657,841,537,215,34
7070,coachman,120,712,442,240,138,34
7071,spectacle,848,2653,2199,2106,1216,295
7072,nuisance,73,303,547,787,511,99
7073,fatherless,79,159,108,52,76,29
7074,corridor,82,515,1370,2948,3721,856
7075,shatter,251,673,950,1393,1726,595
7076,frugal,139,255,211,130,140,48
7077,bode,80,130,156,82,113,73
7078,deter,246,450,392,413,657,149
7079,simplify,55,135,299,501,460,108
7080,concede,282,1205,1258,1780,2299,342
7081,bid,1538,3558,3594,2643,2564,642
7082,sculpture,349,1068,1323,1121,1794,554
7083,sorry,976,4370,7712,9679,11373,3663
7084,pistol,1154,2657,2504,3640,2516,771
7085,courtly,97,261,260,181,242,39
7086,torrent,544,1173,954,552,402,108
7087,alternate,164,595,736,1528,1243,467
7088,substance,1051,3394,3149,3361,3009,729
7089,worthy,2949,6662,4649,2106,1628,504
7090,sensation,935,2372,2825,2064,1759,609
7091,heartfelt,86,183,106,111,180,91
7092,communion,439,1300,691,487,532,184
7093,logical,92,1006,1347,2020,1879,275
7094,caste,83,554,672,808,531,69
7095,mechanism,92,459,837,1829,2148,546
7096,lease,47,437,838,2209,1427,330
7097,tribe,1944,4949,4430,2722,2483,704
7098,mildew,44,123,40,82,99,56
7099,spin,209,780,1245,2256,3793,1799
7100,training,240,1932,4958,6568,6843,2776
7101,swoon,94,339,311,173,158,84
7102,knock,837,2981,4779,6725,7094,2319
7103,blossom,524,2357,2528,1843,1149,427
7104,completion,163,537,714,1010,778,200
7105,wedding,358,1846,3083,3314,3813,1768
7106,inhospitable,52,139,139,86,106,31
7107,bastard,67,101,89,1201,2536,582
7108,gloat,43,166,253,269,188,61
7109,formality,151,386,595,624,469,120
7110,ramble,372,842,552,448,459,154
7111,molten,56,149,309,294,255,92
7112,uncontrollable,87,273,252,220,230,57
7113,apologize,136,521,922,1299,1844,546
7114,shoot,2073,6053,9221,15734,13889,4928
7115,physics,71,201,466,1121,1696,439
7116,paint,1264,4191,6545,7648,9319,3362
7117,administer,721,1642,1490,1781,1571,310
7118,buffet,61,154,263,370,536,235
7119,plume,381,1276,796,589,453,183
7120,nice,499,3886,6566,10645,11707,3719
7121,myriad,155,669,602,418,470,201
7122,cause,10252,25165,24893,22653,23348,6527
7123,tent,766,2783,3701,4285,2980,1007
7124,remain,7316,21647,23475,22705,24580,6941
7125,patriarch,198,492,303,307,410,123
7126,aggregate,233,859,940,897,537,58
7127,incur,444,1159,841,569,498,96
7128,lightness,101,247,395,277,210,49
7129,reach,5416,21109,30353,32615,30202,9266
7130,flush,392,2266,3565,2493,2011,595
7131,imperative,103,500,826,716,639,171
7132,pollute,120,212,98,108,319,102
7133,presentation,77,429,859,1005,1334,532
7134,object,9388,18649,13546,10175,9903,2344
7135,fire,6634,22093,29263,28845,24899,7751
7136,tiptoe,67,191,562,808,653,169
7137,cuff,117,334,439,773,914,408
7138,arise,3533,7972,8250,6197,3698,632
7139,medicine,670,2074,3714,4064,4553,1633
7140,dewy,152,451,285,129,77,32
7141,uniform,781,2222,2959,5031,4161,1421
7142,infringement,95,144,110,172,126,31
7143,spirit,12256,26141,21379,12434,9415,2218
7144,caravan,98,219,332,538,500,160
7145,detect,667,2118,1741,1485,2109,802
7146,mortal,1554,3744,2269,959,1274,357
7147,habit,3131,8663,8368,6261,4475,1343
7148,artisan,70,392,373,272,314,117
7149,cage,156,804,1223,1961,2559,834
7150,beguile,224,597,385,163,161,41
7151,belt,331,1345,2025,3692,4239,1528
7152,correct,1734,3525,4059,4626,5241,1343
7153,dance,1399,4502,7741,10794,10516,3510
7154,ball,1228,4407,5836,7214,10171,4188
7155,philosophical,602,1371,959,894,1324,224
7156,probable,1136,2709,2936,2312,896,140
7157,verdict,189,883,1413,1202,1164,206
7158,altar,851,2393,2004,1224,1096,306
7159,host,985,2926,3014,2740,3688,2014
7160,enjoy,2920,8214,8790,8610,10095,3499
7161,abstract,636,1598,1414,1298,1856,339
7162,involuntary,251,663,490,325,361,100
7163,profile,79,288,541,679,1765,922
7164,vapor,189,801,690,731,598,184
7165,save,4820,14639,18637,15657,14019,4348
7166,access,345,864,910,1141,4305,2080
7167,oppress,542,1336,843,458,423,67
7168,ransack,74,177,164,126,157,37
7169,flimsy,41,166,237,325,393,116
7170,taste,3484,8732,7376,6157,7761,2693
7171,pleasant,1601,8229,7436,5209,3224,808
7172,mangle,160,341,209,247,247,92
7173,taunt,141,522,523,387,453,193
7174,property,3574,10897,10062,10000,7768,2203
7175,familiarity,308,817,804,536,483,152
7176,fact,7225,29359,42405,42952,34622,8374
7177,pewter,34,181,119,197,163,66
7178,withhold,533,1175,960,1060,992,207
7179,sleeper,144,541,494,392,355,129
7180,offender,408,692,665,585,755,224
7181,masterpiece,54,263,691,643,676,182
7182,hold,9859,35086,51253,61393,56500,16455
7183,uneasy,281,1014,1087,1485,1468,303
7184,isle,423,1064,686,458,485,125
7185,emancipation,245,927,664,349,197,38
7186,opulent,115,187,136,153,155,50
7187,paradise,483,1360,1484,1222,1213,505
7188,pane,73,462,670,597,438,124
7189,research,573,1275,1605,5693,13309,5358
7190,brink,256,685,582,524,726,147
7191,spear,372,1060,1100,1011,1486,388
7192,assassination,102,279,369,457,1170,218
7193,bottle,709,2368,3407,7593,8593,2611
7194,verge,448,992,868,816,932,297
7195,cord,362,1324,1473,1642,1813,556
7196,banter,30,151,291,232,219,85
7197,entertainment,375,1215,1562,1559,2246,1022
7198,brooding,34,149,296,300,239,56
7199,gamble,44,219,524,1283,1243,301
7200,accord,3714,9831,10549,13436,15698,5061
7201,familiarize,63,119,138,98,77,28
7202,reclaim,125,321,247,217,358,185
7203,typical,30,280,1499,2953,3598,1175
7204,evaporation,34,197,156,139,141,40
7205,shadowy,307,1018,1042,728,632,212
7206,cowardly,197,581,610,345,257,63
7207,comprise,400,845,958,982,875,294
7208,married,631,2404,3818,5218,4722,1483
7209,veteran,423,1008,1225,3604,2709,1005
7210,headquarters,46,433,2014,3558,2826,653
7211,freedom,2361,7087,6337,7909,8375,1667
7212,ridicule,464,943,930,720,699,149
7213,pale,2279,8477,7134,5358,5422,1813
7214,community,2627,6245,7342,8711,15592,5646
7215,downcast,112,338,372,179,142,37
7216,envious,140,327,311,218,241,57
7217,acre,499,2226,3497,3795,3648,1043
7218,glimmer,190,686,732,406,469,187
7219,imminent,203,511,512,639,714,198
7220,confer,914,1975,1607,2330,1132,184
7221,pagan,200,607,650,474,376,128
7222,energy,1805,5439,5686,7181,11757,3906
7223,urgency,95,150,191,524,929,246
7224,faggot,46,68,40,57,178,41
7225,immaculate,39,167,301,347,331,92
7226,fantastic,243,727,914,1569,1241,331
7227,cleanliness,86,279,396,324,311,54
7228,extravagant,457,1064,925,590,464,129
7229,hunting,386,1319,1531,1532,1845,676
7230,incoherent,91,283,288,238,211,44
7231,shove,65,334,911,2088,2526,1063
7232,exotic,42,154,238,520,1350,544
7233,infant,1201,2432,1771,1716,2531,672
7234,ugly,273,1452,2328,2666,3055,1004
7235,inventive,68,249,242,183,223,95
7236,retirement,288,620,739,1292,2174,871
7237,twang,36,104,139,155,188,45
7238,fanatic,76,361,338,476,495,140
7239,crafty,118,239,333,239,183,78
7240,pinnacle,119,325,250,260,223,80
7241,infernal,283,744,513,249,126,45
7242,engrave,187,465,455,427,361,121
7243,splendid,956,3322,4565,2313,1421,228
7244,induce,1859,3778,2933,2022,1464,377
7245,spoil,677,1962,3035,2410,1447,362
7246,slide,180,1176,2198,4590,6907,3101
7247,advent,43,415,696,492,472,152
7248,surprised,804,3039,4201,4437,4614,1412
7249,aggravated,42,52,34,32,87,28
7250,college,1812,7862,12490,13259,15639,5824
7251,recline,214,660,369,250,274,109
7252,safe,2096,6811,9608,8003,8591,3139
7253,priestess,50,109,127,106,123,46
7254,carrot,35,232,193,385,887,430
7255,antler,29,132,180,127,254,84
7256,shameful,110,339,508,372,386,87
7257,resignation,286,858,1198,1849,1457,226
7258,discourage,274,938,1319,1351,1422,356
7259,baby,329,3862,7758,12195,16604,6870
7260,meek,313,816,538,354,250,67
7261,plate,987,3457,4433,6426,6741,2417
7262,trophy,225,463,320,439,755,342
7263,evolution,112,774,2390,1868,1511,675
7264,mossy,70,349,263,128,126,62
7265,waterfall,70,225,276,287,484,201
7266,piety,785,1477,538,356,394,95
7267,music,2434,8296,10913,13196,15451,6310
7268,line,5337,18178,33304,39588,37458,11935
7269,ugliness,40,161,289,298,237,53
7270,volume,3041,6690,7676,5878,4195,1139
7271,descendant,385,1219,1063,928,741,201
7272,taint,170,625,517,338,388,148
7273,charmer,41,90,96,78,102,33
7274,inadequate,216,534,893,1451,1350,244
7275,fellowship,199,679,739,576,508,176
7276,tackle,42,259,745,1137,1452,663
7277,intermittent,35,88,221,307,273,78
7278,miraculous,234,610,446,501,427,152
7279,crest,220,946,1382,1232,1173,305
7280,unconstitutional,201,354,313,479,447,69
